"CRSE_CRSE_ID"|"CRSE_EFFDT"|"COFFR_ACAD_CAREER"|"COFFR_SUBJECT"|"COFFR_SUBJECT_LDESC"|"COFFR_CATALOG_NBR"|"COFFR_ACAD_GROUP"|"COFFR_ACAD_GROUP_LDESC"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCR"|"CRSE_DESCRLONG"|"CTPCS_CRSE_ATTR"|"CTPCS_CRSE_ATTR_VALUE"|"CATALOG NOTES 1"|"CATALOG NOTES 2"
"027995"|"2019-09-03"|"UGRD"|"SOCIOL"|"Sociology"|"226"|"LA"|"Liberal Arts"|"Youth & Society"|"Youth & Society"|"This course explores the social construction of ''youth'' in the United States at the turn of the 20th/21st century. A central aim of the course is to question the taken-for-granted assumptions of ''youth' and to explore the experiences of youth through an intersectional approach. Possible topics covered include how youth experience sexuality, public spaces, schools, the labor market, violence, and activism."|"Pre-req = SOCIOL 101"|" "|""|""
"028088"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"300"|"LA"|"Liberal Arts"|"Sociology of Media and Communication"|"Media & Communication"|"This course is broadly concerned with the mutual influences of mass media and society. It will address media institutions, products, and audiences, as well as the global circulation of media, media literacy, and visual culture. Topics may include film, news media advertising, novels, and social media technologies and their influence on cultural practices and everyday life."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|" "|""|""
"028137"|"2024-03-27"|"UGRD"|"SOCIOL"|"Sociology"|"367"|"LA"|"Liberal Arts"|"Drugs and Society"|"Drugs & Society"|"This course considers drug use in a variety of social contexts, comparative approaches to addressing drug use, and the evolution of drug policy it the United States. We will consider the origins and consequences of the use and abuse of consciousness-altering substances, as well as the relationship between substance use and property and violent offending. We will consider how society defines the harms associated with drug use and how social and political constructions of drugs as a social problem shape legislation, policy debates, and drug policy enforcement."|"Pre-req = Sociology majors SOCIOL 101, 102 and 262.  Other majors: Sociology 101 and 262."|"Social & Behavioral Sciences"|""|""
"028148"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"384"|"LA"|"Liberal Arts"|"Sociology of Health, Illness, and Health Care"|"Health, Illness & Health Care"|"The course focuses on the contribution of the social sciences to the field of medical care. This is done along two dimensions: (1) Illness and treatment are defined from a sociocultural, biological perspective; (2) sociological theories and studies are then brought to bear on the problems of definitions of illness, illness behavior and the use of medical services, the organization of medical services and the future frontiers of social science in medicine."|"Pre-req = SOCIOL 101"|" "|""|""
"028153"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"386"|"LA"|"Liberal Arts"|"The Sociology of Mental Health and Illness"|"Mental Health & Illness"|"The sociological study of mental disorder and well-being in American society. The course emphasizes the study of the prevalence and the incidence of disorder, and theories of its causation. Attention is also given to family and societal reactions to the impaired, and how these responses and definitions influence legal processes, treatment, and illness severity. Social policy is discussed."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|" "|""|""
"028173"|"2003-09-02"|"UGRD"|"SOCIOL"|"Sociology"|"444"|"LA"|"Liberal Arts"|"Cooperative Education Field Experience in Sociology"|"Coop Ed"|"Field placements accompanied by a weekly seminar; the application of sociological concepts to field settings."|"Pre-req = SOCIOL 101"|" "|""|""
"028177"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"480"|"LA"|"Liberal Arts"|"Special Topics"|"Special Topics"|"Intensive study of special topics varying each year according to instructor."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|" "|""|""
"028199"|"2023-01-23"|"UGRD"|"SOCIOL"|"Sociology"|"470"|"LA"|"Liberal Arts"|"Senior Seminar in Sociology"|"Senior Seminar in Sociology"|"This course fulfills the capstone requirement for Sociology majors. Each course offering takes an in-depth look at one key topic or issue in sociology that varies semester-to-semester."|"Pre-requisite: SOCIOL 201 and SOCIOL 202 and SOCIOL 350 or SOCIOL 352 or PSYCH 350 and 75+ credits"|"Non-degree exclude from list"|""|""
"028206"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"478"|"LA"|"Liberal Arts"|"Directed Study in Sociology"|"Directed Study"|"Students conduct independent research into a topic of their choosing. Students must have a faculty sponsor who agrees to oversee the research project."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|" "|""|""
"028207"|"2023-01-23"|"UGRD"|"SOCIOL"|"Sociology"|"479"|"LA"|"Liberal Arts"|"Directed Study in Sociology"|"Independent Study"|"Students invited by the department to conduct independent research during the senior year. Periodic consultation and guidance provided by the staff."|"Pre-req = SOCIOL 101"|"Non-degree exclude from list"|""|""
"028245"|"2007-01-01"|"GRAD"|"SOCIOL"|"Sociology"|"598"|"LA"|"Liberal Arts"|"Field Experience Project"|"Field Experience Project"|"This course includes site visits and observation time spent in the field at state or social service agencies."|"Pre-req = Graduate student in Forensics"|" "|""|""
"028246"|"2003-09-02"|"GRAD"|"SOCIOL"|"Sociology"|"600"|"LA"|"Liberal Arts"|"Foundations of Applied Sociology"|"Fund Appld Soc"|"This course is required for all formally accepted first-year students. The purpose of the course is a) to engage students in the field and substance of applied sociology, in order to strengthen their understanding of how theories, concepts, and sociological research are central to social problem-solving, policymaking, and the skills required in a variety of occupational settings; b) to involve students at the beginning of their graduate education in designing their studies to meet their educational, career, and personal objectives; and c) to maximize and facilitate student utilization of the curriculum, faculty, and departmental/university resources."|"Pre-req = Graduate degree student in Applied Sociology or Sociology PhD"|" "|""|""
"028269"|"2009-09-08"|"GRAD"|"SOCIOL"|"Sociology"|"642"|"LA"|"Liberal Arts"|"Issues in Contemporary Social Policy"|"Contemporary Social Policy"|"This course provides special emphasis on contemporary social policy issues. It examines principals of social policy analysis and the impact of social policy decisions on recipients and non-recipients of social services. Special attention is given to research on contemporary problem areas such as immigration, homelessness, public sector health and mental health, social justice issues, and crime and delinquency."|"Pre-req = Graduate Students Only"|" "|""|""
"028272"|"2003-09-02"|"GRAD"|"SOCIOL"|"Sociology"|"650"|"LA"|"Liberal Arts"|"Meth Of Research I"|"Meth Of Research I"|"Focuses on methods of collecting information about social beliefs and social process, including the operation of social services and other programs. The course requires students to conduct exercises that will give them first hand experiences in various approaches to data collection and management. Emphasis is given to techniques of survey, field, and experimental research. Students are introduced to the use of computers."|"Pre-req = Graduate degree student in Applied Sociology or Sociology PhD"|" "|""|""
"028274"|"2022-09-06"|"GRAD"|"SOCIOL"|"Sociology"|"651"|"LA"|"Liberal Arts"|"Quantitative Methods"|"Quantitative Methods"|"This class provides introductory training for graduate students in the interpretation, analysis, and presentation of quantitative data for the social sciences. The course covers descriptive statistics, data visualization, cross-tabulation and regression analysis for social data. It also provides introductory training for computer-based statistical analyses; no prior experience with statistical software is required. "|"GRADUATE Degree Students Only"|" "|""|""
"028285"|"2009-09-08"|"GRAD"|"SOCIOL"|"Sociology"|"682"|"LA"|"Liberal Arts"|"Sociology of Health and Illness"|"Health and Illness"|"This course highlights the role of the social sciences in dealing with problems of health care practice, focusing on research contributions to health maintenance, prevention, treatment, and quality of care. Topics include the nature and goals of client-practitioner relationships, health education, behavioral and psychosomatic medicine, and the linkages between social problems and medical problems."|"Pre-req = Graduate degree student in Applied Sociology or Sociology PhD"|" "|""|""
"028297"|"2023-01-23"|"GRAD"|"SOCIOL"|"Sociology"|"694"|"LA"|"Liberal Arts"|"Master's Research Seminar"|"Master's Research"|"This course guides students in their design and completion of the master's paper. It operates as an intellectual workshop where throughout the semester students share with the group the process as well as the results of their research. Special attention is given to the formation of research questions, research methodology, and writing appropriate literature reviews."|"GRADUATE Degree Students Only"|"Non-degree exclude from list"|""|""
"028299"|"2013-01-01"|"GRAD"|"SOCIOL"|"Sociology"|"697"|"LA"|"Liberal Arts"|"Special Topics in Applied Sociology"|"Special Topics"|"An advanced seminar on selected topics in applied sociology. The course content and credit vary according to topic. Details on special topics courses will be announced during the advance registration period."|"Pre-req = Graduate Students Only"|" "|""|""
"028312"|"2023-01-23"|"GRAD"|"SOCIOL"|"Sociology"|"698"|"LA"|"Liberal Arts"|"Field Work"|"Field Work"|"Intensive field work and/or internship in a public or private research or practice setting jointly supervised by faculty and agency-based staff. Placements made according to student interest and internship availability."|"GRADUATE Degree Students Only"|"Non-degree exclude from list"|""|""
"028333"|"2021-01-25"|"UGRD"|"SOCIOL"|"Sociology"|"346"|"LA"|"Liberal Arts"|"The Self in Society: Studies of Autobiographies"|"Self in Society"|"This course uses sociological readings and a wide variety of autobiographical materials to help students make sociological sense of their own and others' lives. The course addresses how the development of identity and the development of personal empowerment are affected by discrimination. Selected readings by Goffman, Gilligan, Erikson, Mills, and others aid in the interpretation of autobiographies. Written and oral reports are used to practice the skills of listening, describing, analyzing, and interpreting."|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|"United States"|""|""
"028350"|"2019-09-03"|"UGRD"|"SOCIOL"|"Sociology"|"110G"|"LA"|"Liberal Arts"|"Insiders/Outsiders"|"Insiders/Outsiders"|"This course examines issues of identity that create processes of inclusion and exclusion. Issues of class, race, ethnicity, sex, gender, and sexuality are examined in the context of power and inequality. Readings include autobiographical materials, scholarly articles in sociology and other fields, and analytical essays."|"Degree students only, with fewer than 30 credits when they entered UMass Boston.Students may complete only one 100G course (First Year Seminar)."|"First Year Seminar, United States, Stay On Track"|""|""
"028352"|"2019-09-03"|"UGRD"|"SOCIOL"|"Sociology"|"211G"|"LA"|"Liberal Arts"|"Race and Power in the US"|"Race & Power In U.S."|"The focus of this class is to gain insight into race and power dynamics in the U.S. We will devote attention to state treatment and responses to different racial/ethnic groups. In exploring what led up to the government's actions, as well as the consequences for and the responses from those targeted, we will analyze and evaluate the social, cultural, political, economic, and interpersonal contexts of racism, which bear on our current policies and institutional arrangements. The course is designed to familiarize students with theoretical overviews of racism and oppression, the historical accounts and contemporary experiences of racism, the formation of complex racial identity, and to expose them to effective social change efforts. Students will develop critical reading, thinking, and writing skills by engaging with issues of racial inequality."|"Pre-req = ENGL 102, and a minimum of 30 creditsDegree Students OnlyStudents may not take more than one 200G ( Intermediate Seminar) course."|"Intermediate Seminar, United States, Stay On Track"|""|""
"028358"|"2022-09-06"|"UGRD"|"SOCIOL"|"Sociology"|"355L"|"LA"|"Liberal Arts"|"Gender, Development, &Globalization"|"Gender, Dev, & Globalization"|"This interdisciplinary course explores women, gender, globalization and development theories, and their relationship to policy and practice. The politics of representation and the relationship between knowledge production and power will be running themes throughout the course. We will also discuss how gender intersects with race, class, nation, sexuality, (dis)ability, regional location, and other aspects of identity. We will answer questions such as: How do we theorize women, gender, masculinity in development discourse''? How has development knowledge defined both women and men from the: Third World/Developing Countries/The Global South? How have local and transnational advocacy organizations and movements resisted this impact?"|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|"International, World Cultures"|"SOCIOL 355L and WGS 355L are the same course."|""
"028358"|"2022-09-06"|"UGRD"|"WGS"|"Women's,  Gender & Sexuality  Studies"|"355L"|"LA"|"Liberal Arts"|"Gender, Development, &Globalization"|"Gender, Dev, & Globalization"|"This interdisciplinary course explores women, gender, globalization and development theories, and their relationship to policy and practice. The politics of representation and the relationship between knowledge production and power will be running themes throughout the course. We will also discuss how gender intersects with race, class, nation, sexuality, (dis)ability, regional location, and other aspects of identity. We will answer questions such as: How do we theorize women, gender, masculinity in development discourse''? How has development knowledge defined both women and men from the: Third World/Developing Countries/The Global South? How have local and transnational advocacy organizations and movements resisted this impact?"|"Pre-requisite: SOCIOL 101. Sociology Majors are also required to have completed SOCIOL 102"|"International, World Cultures"|"SOCIOL 355L and WGS 355L are the same course."|""
"028411"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"101"|"LA"|"Liberal Arts"|"Elementary Spanish I"|"Elementary Spanish I"|"Designed for students with little or no background in the Spanish language. SPAN 101 focuses on the acquisition of basic listening, speaking, reading, and writing skills within a cultural framework. Weekly laboratory attendance and assignments required."|"Pre-req = The instructor reserves the right to place you in the appropriate course level."|"World Languages, Stay On Track"|"Students may not take both SPAN 101 and 105."|""
"028412"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"102"|"LA"|"Liberal Arts"|"Elementary Spanish II"|"Elementary Spanish II"|"A continuation of SPAN 101. SPAN 102 focuses on furthering the acquisition of basic listening, speaking, reading, and writing skills within a cultural framework. Weekly laboratory attendance and assignments required."|"Pre-req = SPAN 101or equivalent, established by placement test"|"World Languages, Stay On Track"|"Students may not take both SPAN 102 and 106."|""
"028419"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"201"|"LA"|"Liberal Arts"|"Intermediate Spanish I"|"Intermed Spanish I"|"This course is designed for students who have completed one year of Spanish at the university level. SPAN 201 is dedicated to developing oral and written proficiency through lectures, conversations, compositions and the practical application of grammar. This course is taught primarily in Spanish."|"Pre-req = SPAN 102 or equivalent, established by placement test"|"World Languages"|""|""
"028420"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"202"|"LA"|"Liberal Arts"|"Intermediate Spanish II"|"Intermed Spanish II"|"A continuation of SPAN 201. SPAN 202 is dedicated to further developing oral and written proficiency through lectures, conversations, compositions and the practical application of grammar. This course is taught primarily in Spanish."|"Pre-req = SPAN 201 or equivalent, established by placement test"|"World Languages"|""|""
"028422"|"2016-01-25"|"UGRD"|"SPAN"|"Spanish"|"304"|"LA"|"Liberal Arts"|"Spanish for Majors and Minors"|"Spanish for Majors and Minors"|"This course prepares students to undertake advanced work in the Spanish major/minor. Its goal is to expand and refine reading comprehension, listening comprehension, and oral and written expression to prepare students to carry out all their academic work in Spanish. This class requires an original research project in Spanish. Open to native and non-native Spanish speakers."|"Prerequisites = SPAN 202 or 301 or permission of instructor"|"World Languages"|""|""
"028433"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"408"|"LA"|"Liberal Arts"|"Adv Tech&Skls Trans"|"Adv Tech&Skls Trans"|"Development of the basic techniques and skills needed for translation. Emphasis on translation into the native language with some practice in the opposite direction. Methods of contrastive linguistics to analyze pertinent aspects of language structure, involving syntax, vocabulary and style, are employed. Students are given ample opportunity to apply these techniques through a series of translation assignments, which form the basis for class discussion."|"Pre-req = The instructor reserves the right to place you in the appropriate course level."|"World Languages"|""|""
"028558"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"289"|"LA"|"Liberal Arts"|"Writing for Heritage Speakers of Spanish"|"Writing for Heritage Speakers"|"This course is conducted as a workshop on expository writing for native speakers of Spanish and Spanish-heritage students. The course addresses the particular linguistic difficulties that native speakers encounter. Writing and intermediate research techniques, problems of style and correctness are the main issues."|" "|"World Languages"|"(Offered once a year.)"|""
"028561"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"301"|"LA"|"Liberal Arts"|"Adv Rdg,Wrtg &Spkng"|"Adv Rdg,Wrtg &Spkng"|"Course designed to help improve reading, writing and oral skills in Spanish. Individual reports on current events and class discussion of contemporary literature and films are used to develop oral skills. Practice in reading skills includes analysis of short stories, plays poems, novels, and newspaper articles. Written expression is strengthened through writing essays, journal entries, and reviews."|"Pre-requisites = SPAN 202 or permission of instructor"|"World Languages"|""|""
"028595"|"2015-09-08"|"UGRD"|"SPAN"|"Spanish"|"374"|"LA"|"Liberal Arts"|"Readings in Hispanic Literature"|"Readings In Hispanic Lit"|"Selected readings in Hispanic literature."|"Pre-req = The instructor reserves the right to place you in the appropriate course level."|"World Languages"|""|""
"028599"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"316"|"LA"|"Liberal Arts"|"Advanced Spanish Grammar"|"Advanced Grammar"|"This course helps students deepen their knowledge of Spanish grammar. Topics include a close examination of types of Spanish nouns, verbs, adjectives and adverbs; the Spanish subjunctive; the preterit vs. the imperfect; ser vs. estar; and the formation of complex sentences."|"Prerequisites = SPAN 301 or 304 or permission of instructor"|"World Languages"|""|""
"028628"|"2011-01-24"|"UGRD"|"SPAN"|"Spanish"|"352"|"LA"|"Liberal Arts"|"History of Spanish-American Literature"|"Survey Span-Amer Lit"|"A general introductory course on the history of Latin American literature from Pre-Columbian times to the present. Representative works in all major literary genres will provide students with an understanding of the various traditions that make up the culture of Spanish-speaking America."|"Pre-req = SPAN 304 or equivalent or Permission of Instructor"|"World Languages"|""|""
"028645"|"2021-01-25"|"UGRD"|"SPAN"|"Spanish"|"362"|"LA"|"Liberal Arts"|"Spanish-American Short Story"|"Span-Amr Short Story"|"A survey of the development of the short story in Spanish-American literature with special attention to the most representative twentieth-century short-story writers."|"Pre-req = SPAN 304 or permission of instructor"|"World Languages"|"This course counts toward the Latin American Studies Concentration."|""
"028649"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"364"|"LA"|"Liberal Arts"|"Spanish-American Essay"|"Spanish-American Essay"|"This course examines the essay in Spanish-American literature and the genre's evolution from the nineteenth century to the present. Students will read essays and chronicles to analyze the role of this genre in promoting political and esthetic ideas."|"Pre-req = The instructor reserves the right to place you in the appropriate course level."|"World Languages"|"This course counts toward the Latin American Studies Concentration."|""
"028667"|"2018-09-04"|"UGRD"|"SPAN"|"Spanish"|"380"|"LA"|"Liberal Arts"|"Topics in Latin American, Iberian, and Afro-Luso-Brazilian Studies"|"Topics in LAIS"|"General topics in Latin American, Iberian, and Afro-Luso-Brazilian literatures and cultures which can serve as a detailed introduction to a period, genre, or theme not generally covered in other departmental offerings."|"Pre-req = SPAN 304 or permission of instructor"|"World Languages"|""|""
"028682"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"409"|"LA"|"Liberal Arts"|"Advanced Practice of Translation"|"Adv Prac Of Translat"|"Practice in translating a variety of genres and styles, both literary and non-literary. Students have the opportunity to analyze critically, and to resolve creatively, the problems involving such issues in translation as context, register, tone, and audience. Emphasis is on translating into the native language (English/Spanish), but considerable practice is given in the non-native language."|"Pre-req = The instructor reserves the right to place you in the appropriate course level."|"World Languages"|"(Taught every semester.)"|""
"028705"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"432"|"LA"|"Liberal Arts"|"The World of Don Quixote"|"Don Quixote"|"An in-depth analysis of Cervantes'' masterpiece and the origins of the modern novel. Topics to be discussed include history and fiction, madness, utopia, and the social construction of reality."|"Pre-requisite: SPAN 304"|"World Languages"|""|""
"028717"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"452"|"LA"|"Liberal Arts"|"The Practice of Autobiography in Spanish and Latin-American Culture"|"Autobiography"|"This course explores autobiographical practices in Spain and Latin America from the 16th to the 20th century, examining such questions as: How did individuals and communities construct images of themselves? What impelled people to write? What were the consequences? Through readings in autobiography, mediated autobiography, fictional autobiography, and testimony, the course analyzes intersections of literature and history."|"Pre-req = SPAN (351 or 360) and (SPAN 352 or 361) or permission of instructor"|"World Languages"|""|""
"028742"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"478"|"LA"|"Liberal Arts"|"Independent Study"|"Independent Study"|"For majors who wish to study a special subject not covered in regular departmental courses. The student must first present his or her idea to a member of the faculty. A detailed plan of study (including a reading list, scheduled consultations, and a statement about examinations and/or required papers) must then be presented by the faculty member for departmental approval before the registration period preceding the semester in which the student wishes to do the independent study."|" "|" "|"May be taken only once except where special permission is granted by the department."|""
"028745"|"2023-01-23"|"UGRD"|"SPAN"|"Spanish"|"479"|"LA"|"Liberal Arts"|"Independent Study"|"Independent Study"|"Under very special circumstances, the department may grant special permission to a major to take a second course of independent study, following the procedures outlined for SPAN 478."|" "|"Non-degree exclude from list"|""|""
"028760"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"491"|"LA"|"Liberal Arts"|"Honors Thesis"|"Honors Thesis"|"A paper written under the supervision of a member of the Spanish Department and with permission of the department."|" "|" "|"See requirements under 'Honors.'"|""
"028797"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"262L"|"LA"|"Liberal Arts"|"Latin American, Iberian, and Afro-Luso-Brazilian Literatures in Translation"|"LAIS Lit in Translation"|"Taught in English, this course offers students the opportunity to study in translation major works from Spanish and Portuguese-speaking contexts that shed light on human concerns, ideas, and realities. Students will interrogate the meaning and value of reading literature as a laboratory of the mind that affords insight into human experience, in particular the experiences of individuals who belong to cultures, races, or genders different from one's own. No knowledge of Spanish or Portuguese required."|" "|"Humanities"|"SPAN 262L and LATAM 262L are the same course."|""
"028797"|"2022-09-06"|"UGRD"|"LATAM"|"Latin American Studies"|"262L"|"LA"|"Liberal Arts"|"Latin American, Iberian, and Afro-Luso-Brazilian Literatures in Translation"|"LAIS Lit in Translation"|"Taught in English, this course offers students the opportunity to study in translation major works from Spanish and Portuguese-speaking contexts that shed light on human concerns, ideas, and realities. Students will interrogate the meaning and value of reading literature as a laboratory of the mind that affords insight into human experience, in particular the experiences of individuals who belong to cultures, races, or genders different from one's own. No knowledge of Spanish or Portuguese required."|" "|"Humanities"|"SPAN 262L and LATAM 262L are the same course."|""
"028811"|"2023-01-23"|"UGRD"|"SPAN"|"Spanish"|"160G"|"LA"|"Liberal Arts"|"Exile: The Latin American Experience"|"Exile:Latin America"|"Written from afar, Latin American literatures of exile offer alternative representation of home and nation. This course examines the impact of exile on literary writing and personal and collective identities. Topics include: exile in literature/film, the imagined communities abroad, and exile and its impact on the global community."|"Degree students only, with fewer than 30 credits when they entered UMass Boston.Students may complete only one 100G course (First Year Seminar)."|"First Year Seminar, Stay On Track, Non-degree exclude from list"|""|""
"028813"|"2018-09-04"|"UGRD"|"SPAN"|"Spanish"|"200G"|"LA"|"Liberal Arts"|"Boston Speaks"|"Boston Speaks"|"What languages do Bostonians speak? How do they work? What do our languages tell us about ourselves? This course investigates how language communities and our perception of them - in terms of status, legitimacy, and complexity - are shaped by power relationships and global history. The course is taught in English."|"Pre-req = ENGL 102, and a minimum of 30 creditsDegree Students OnlyStudents may not take more than one 200G ( Intermediate Seminar) course."|"Intermediate Seminar"|""|""
"028814"|"2022-09-06"|"UGRD"|"SPAN"|"Spanish"|"280"|"LA"|"Liberal Arts"|"Spanish for Heritage Speakers"|"Spanish for Heritage Speakers"|"This course addresses the Spanish language needs of bicultural students who have never studied Spanish. The course focuses on Spanish grammar. Special attention is given to morphology and comparative syntax."|" "|"World Languages"|"(Offered once a year.)"|""
"028826"|"2024-01-22"|"GRAD"|"VISN"|"Vision Studies"|"621"|"GCOE"|"College of Educ&Human Develp"|"Orientation and Mobility Assessment and Instructional Strategies: Children"|"O&M Assessment Child"|"This course is the first of two instructional strategy courses. It applies foundations and methods to the specific populations of preschool, elementary, and transition-age visually impaired children, including those with additional disabilities. Assessment tools are introduced and applied with an emphasis on the development of participants' skills in observation, information gathering, and task analysis. Participants develop specific objectives and design lessons for instructing children."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028827"|"2024-01-22"|"GRAD"|"VISN"|"Vision Studies"|"622"|"GCOE"|"College of Educ&Human Develp"|"Orientation and Mobility Assessment- Adult"|"O&M Assessment Adult"|"This course is one of two orientation and mobility assessment and instructional strategies courses. This course provides opportunities for students to explore demographics and services available to adults with visual impairments and how a variety of adults with unique needs might access those supports and services. O&M assessment and instructional strategies will be considered in relation to diverse adult populations, unique environments and emerging technologies. Actual case studies will provide the basis for discussion and a foundation for the future practicum."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028828"|"2020-01-27"|"GRAD"|"VISN"|"Vision Studies"|"603"|"GCOE"|"College of Educ&Human Develp"|"Braille I"|"Braille I"|"This course prepares participants to teach the reading and writing of Grade 2 Braille. Students learn to write literary Braille using both a Perkins Brailler and a slate and stylus. Topics include reading-readiness, tracking, tactile discrimination, and reading methods."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028829"|"2022-09-06"|"GRAD"|"VISN"|"Vision Studies"|"605"|"GCOE"|"College of Educ&Human Develp"|"Clinical and Functional Assessment of Vision"|"Clinical Funct Assmt Vision"|"This course goes beyond the physical aspects of vision loss introduced in SPE G 511 to look at functional and psychological aspects. The course includes a review of clinical procedures and the interpretation of clinical reports. Emphasis is given to conducting individualized functional vision assessments. The previous study of optics is applied to optical low-vision devices. The course provides a practical, hands-on approach to learning through vision-simulation activities and the development of a functional vision-assessment kit."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028840"|"1997-05-27"|"GRAD"|"SPE G"|"Special Education"|"607"|"GCOE"|"College of Educ&Human Develp"|"Behavioral and Classroom Management"|"Behvrl & Clsrm Mgt"|"This course identifies major theorists, techniques, and procedures for facilitating constructive behavior in the classroom. Topics include observational recording systems, contingency contracting, and monitoring of behavioral progress. Emphasis is on pro-social skill development and classroom structures conducive to collaborative learning. Field-work components are included."|" "|" "|""|""
"028847"|"2020-01-27"|"GRAD"|"VISN"|"Vision Studies"|"610"|"GCOE"|"College of Educ&Human Develp"|"Braille II"|"Braille II"|"This course is designed for vision teachers to expand their current level of Braille competency. Students will study tools and teaching strategies for mathematics using Unified English Braille and the abacus. Braille formats typical of educational materials will be studied. Students will review the Unified English Braille code with a focus on memorization."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028848"|"2020-01-27"|"GRAD"|"VISN"|"Vision Studies"|"602"|"GCOE"|"College of Educ&Human Develp"|"Education of Students with Visual Impairments"|"Education of Students with VI"|"This course examines the philosophical, historical, and legal foundations of special education services to students with visual impairments. This course overviews the wide array of services and resources available to support students with visual impairments. Topics include legislation, service systems, roles and responsibilities of specialized service providers, and the impact of visual impairments on child development. In addition to the class assignments, students are required to observe and assist with a student who is visually impaired, one day per week for five weeks."|"Pre-requisite = Matriculated student in Vision Studies masters or certificate program"|" "|""|""
"028850"|"2004-05-30"|"GRAD"|"SPE G"|"Special Education"|"621"|"GCOE"|"College of Educ&Human Develp"|"Introduction to Disabilities for Educational Professionals"|"Int Disab Educ Prof"|"This course focuses on the physical, cognitive, behavioral, and psychological aspects of the atypical developmental patterns of children and adolescents with varying disabilities. Emphasis is given to the conceptual frameworks for understanding normalcy, including cultural, racial, ethnic and linguistic expectations, family, community, and peer group norms, and gender roles and stereotypes within the context of today's urban schools. Legal definitions of disabilities are stressed as well as the range of learning differences within typical development. This course includes a fieldwork component"|" "|" "|""|""
"028855"|"2006-03-21"|"GRAD"|"SPE G"|"Special Education"|"624"|"GCOE"|"College of Educ&Human Develp"|"Standardized Assessments for Students with Moderate Disabilities, PreK-12"|"Stand Assmnt Mod Disab PreK-12"|"This course examines standardized assessment procedures and tools for nondiscriminatory screening and identification of students with special educational needs (PreK-8 and 5-12). Primary emphasis is given to appropriate administering, scoring, and interpreting norm-referenced and criterion-referenced tests designed to assess student learning styles and academic achievement. Through field-based experiences participants administer a test battery to an individual student and learn how to analyze patterns of strength and weakness, how to synthesize findings into professional reports, and how to determine appropriate goals, objectives, and instructional recommendations."|"Pre-req = Graduate Degree Student in Special Ed"|" "|""|""
"028856"|"2015-01-26"|"GRAD"|"SPE G"|"Special Education"|"625"|"GCOE"|"College of Educ&Human Develp"|"Reading and Writing Assessment and Instruction for Students with Moderate Disabilities, Pre K-8"|"Lit Assmnt&Inst Mod Dis preK-8"|"This course explores the major causes of difficulties in reading, spelling, and writing (PreK-8). Topics include the description and evaluation of a variety of effective teaching approaches, methods, and materials used in teaching students with diverse special needs in these areas. Attention is given to matching appropriate methods of teaching to the student's learning style; to models of teaching and learning in inclusionary settings; and to the mechanics of writing an effective IEP. The course includes a field-work component."|"Pre-req = Graduate Degree Student in Special Ed"|" "|""|""
