"CLASS_STRM_LDESC"|"CLASS_STRM_SDESC"|"CLASS_ACAD_GROUP_LDESC"|"CLASS_ACAD_GROUP_CD"|"CLASS_ACAD_CAREER"|"CLASS_SESSION_LDESC"|"CLASS_SUBJECT_LDESC"|"CLASS_SUBJECT_CD"|"CLASS_CATALOG_NBR"|"CLASS_CLASS_SECTION"|"CLASS_CLASS_NBR"|"CRSE_COURSE_TITLE_LONG"|"CRSE_DESCRLONG"|"CLASS_ENRL_STAT_SDESC"|"CRSE_UNITS_MAXIMUM"|"Meeting Pattern"|"CLASSM_START_DT"|"CLASSM_END_DT"|"CLASSM_MEETING_TIME_START"|"CLASSM_MEETING_TIME_END"|"CLASS_ENRL_CAP"|"CLASS_ENRL_TOT"|"CLASS_INSTRUCTOR_NAME"|"CLASS_FACILITY_ID"|"CLASS_FACILITY_DESCRLONG"|"BUILDING_CODE"|"CRSE_CONSENT"|"COFFR_PRE_REQ_LDESC"|"CLASS_MTG_DESCR1"|"CLASS_NOTES_1"|"CLASS_NOTES_2"|"CLASS_NOTES_3"|"CLASS_NOTES_4"|"CLASS_NOTES_5"|"CLASS_NOTES_6"|"CLASS_NOTES_7"|"CLASS_NOTES_8"|"CLASS_NOTES_9"|"CLASS_NOTES_10"|"CLASSM_MONDAY"|"CLASSM_TUESDAY"|"CLASSM_WEDNESDAY"|"CLASSM_THURSDAY"|"CLASSM_FRIDAY"|"CLASSM_SATURDAY"|"CLASSM_SUNDAY"|"CATTR_CRSE_ATTR"|"CATTR_CRSE_ATTR_VALUE_DESCR"|"CRSE_UNITS_MINIMUM"|"INSTRUCTION_MODE"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"215L"|"01"|"10386"|"Introduction to Buddhism"|"This course surveys the Buddhist religion from past to present. The focus is on central teachings, practices, and institutions in their diverse historical and social contexts, from ancient India to various lands of East and Southeast Asia and the contemporary world. Particular attention is given to Buddhist narratives, disciplines, cosmologies, and historical developments. "|"Open"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"14:00"|"14:50"|"43"|"39"|"Carstens,Charles"|"W02-0158"|"Wheatley W02-0158"|"WHEATLEY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE"|"World Cultures"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"227GL"|"01"|"10108"|"Gender & Sexuality in South Asia"|"This course critically examines the portrayal of gender and sexuality in South Asian cultural texts. It employs literature and film to focus on culture and society in South Asia. It specifically addresses gender, as a form of social and historical inequality in South Asia, which is home to diverse socio-cultural communities, which are further divided from within by languages, class, religious affiliations, and regional differences. By reading the stories of individuals and groups in these contexts, the course explores how socio-cultural notions of gender and sexuality, often deeply embedded among communities; perpetuate inequalities among South Asian subjects. It utilized life history, the novel, film, political critique and other literary genres to examine cultural and material foundations of inequality in contemporary South Asia, especially among women of particular religions, class, caste, and ethnicities."|"Open"|"3.00"|"MW"|"09/03/2024"|"12/13/2024"|"17:30"|"18:45"|"10"|"9"|"Mujumdar,Aparna"|"W01-0061"|"Wheatley W01-0061"|"WHEATLEY"|"N"|"  Pre-req = ENGL 102, and a minimum of 30 creditsDegree Students OnlyStudents may not take more than one 200G ( Intermediate Seminar) course."|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|"BNDX, BSEM"|"Non-degree exclude from list, Intermediate Seminar"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"351L"|"01"|"4385"|"Religion and the Arts"|"This course examines the interplay between religion and aesthetics, as expressed through the literary, visual, and performing arts. Structured thematically rather than by religious tradition, this course covers topics such as religious seeing, visual representation of the divine through icons and iconography, iconoclasm and the power of images, aniconism, calligraphy and geometric design, sacred space and religious architecture, religion and the book arts, religious music, dance, and drama, visual narrativization, and religious ritual as performance."|"Closed"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"14:00"|"15:15"|"14"|"14"|"Irani,Ayesha Aspandiar"|"M02-0616"|"McCormack M02-0616"|"MCCORMACK"|"N"|"  Prerequisite = ENGL 102"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE"|"The Arts"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"357L"|"01"|"4387"|"Women in South Asian Religions: Gender Ideology and Practice in Hinduism, Buddhism, and Islam"|"This course examines women in South Asian history through the intersections of women's lives with three major faith traditions of the subcontinent - Hinduism, Buddhism, and Islam. Using historical, literary, and anthropological lenses the course will consider how various institutions of authority - patriarchy, religion, and the state - have shaped and reshaped gender ideology in South Asia, and how women, throughout South Asia's history, have, in turn, interpreted and negotiated their position in society."|"Closed"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"16:00"|"17:15"|"10"|"10"|"Irani,Ayesha Aspandiar"|"Y01-1320"|"University Hall Y01-1320"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BDIV, BNGE"|"International, World Cultures"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"359L"|"01"|"10170"|"Women in Modern China"|"This course examines the social and cultural roles of Chinese women, and their changes over time. Emphasis is given to twentieth-century China, especially the People's Republic period."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"10"|"10"|"Babbitts,Judith Ann"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"361L"|"01"|"10069"|"The History of Modern China"|"A survey of the political, social, and intellectual development of China from 1800 to the present, with emphasis on Sino-Western relations and twentieth century reform and revolution."|"Closed"|"3.00"|"MW"|"09/03/2024"|"12/13/2024"|"14:30"|"15:45"|"10"|"10"|"Nakajima,Chieko"|"M02-0419"|"McCormack M02-0419"|"MCCORMACK"|"N"|"  Pre-requisite ENGL 102"|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|"BDIV"|"International"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"363L"|"01"|"10173"|"Modern Japan"|"A historical survey of economic, social, political and cultural developments in Japan from 1800 to the present, special consideration of economic and foreign policy problems."|"Closed"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"15"|"16"|"Novick,Pamela Lee"|"ON-LINE"|"On-line course"|"ON-LINE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BDIV"|"International"|"3.00"|"OL"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"364L"|"01"|"10103"|"India since 1857"|"This course explores the formation and transformation of colonial systems of control, administration and governance of South Asia and Indian participation in this process from 1857 to 1947. The course begins looking at early colonialism under the East India Company and the resulting revolt of 1857. It goes on to explore a variety of sites and social issues which were governed by the British colonial state and literary, political and militaristic responses to systems and priorities of government. The colonial state and the colonized were engaged, responsive and adaptive towards each other but locked in an unequal relationship underwritten by race and culture."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"08:00"|"09:15"|"15"|"14"|"Haroon,Sana"|"Y04-4100"|"University Hall Y04-4100"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BDIV, BMOD"|"International, Beacon Flex Course"|"3.00"|"F"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"364L"|"01"|"10103"|"India since 1857"|"This course explores the formation and transformation of colonial systems of control, administration and governance of South Asia and Indian participation in this process from 1857 to 1947. The course begins looking at early colonialism under the East India Company and the resulting revolt of 1857. It goes on to explore a variety of sites and social issues which were governed by the British colonial state and literary, political and militaristic responses to systems and priorities of government. The colonial state and the colonized were engaged, responsive and adaptive towards each other but locked in an unequal relationship underwritten by race and culture."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"08:00"|"09:15"|"15"|"14"|"Haroon,Sana"|"BEACONFLEX"|"BEACONFLEX"|"UMB"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BDIV, BMOD"|"International, Beacon Flex Course"|"3.00"|"F"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"366L"|"01"|"10065"|"Re-made in Asia: Tellings and re-tellings from the Buddha to Godzilla"|"What is a ''remake''? Why are people interested in stories that are told and re-told, sometimes in many versions? This class explores narratives that travel across time and space in Asia, in order to find some answers to these questions. The purpose of this class is to consider how texts from the past are rendered relevant to concerns contemporary to the remakes."|"Closed"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"09:30"|"10:45"|"20"|"20"|"Kawashima,Teruko"|"Y04-4130"|"University Hall Y04-4130"|"UNIVERSITY"|"N"|"  200 Level Course"|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BDIV, BNGE"|"International, World Cultures"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Asian Studies"|"ASIAN"|"478"|"01"|"13802"|"Independent Study"|"For those with special interest in a project dealing with East Asia."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"5"|"1"|"Hatley,Shaman"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"GRAD"|"Regular"|"Critical Ethnic & Community St"|"CECS"|"600"|"01"|"3812"|"CECS Professional Seminar A"|"This class is intended to fit a variety of advanced academic and professional writing contexts. Professional Seminar A will be offered for both MS and PhD students in their first semester and will consist of a series of workshops focused on several key skills areas. Students will learn how to write for advanced academic study or for professional purposes. In addition, students will be able to locate and use journals, databases, and other resources that are relevant to their field. Other areas to be addressed in this entry-level seminar are: Writing a Literature Review and Using Library Databases."|"Open"|"1.00"|"W"|"09/03/2024"|"10/07/2024"|"16:00"|"18:45"|"10"|"7"|"Fung,Christopher David"|"B04-453"|"Bayside B04-453"|"BAYSIDE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|""|" "|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"GRAD"|"Regular"|"Critical Ethnic & Community St"|"CECS"|"610"|"01"|"10361"|"Foundations of Transnational, Cultural, and Community Studies"|"Foundations of TCCS is the introductory theory course for the graduate program in TCCS. This seminar provides an introduction to critical terms, concepts, and issues in TCCS. The processes that lead to the formation of personal and collective identities, real, imagined, or emotional, have historical, material, structural and cultural lineages that must be excavated separately but analyzed holistically through transdisciplinary approaches. This course centers communities of color in the U.S. and the historical and contemporary forces through which they have developed transnational and diasporic relationships individually, structurally, collectively, and culturally. We will explore and analyze debates and approaches to colonialism and empire, development, globalization, migration transnationalism and diaspora, nationalism and nativism, community formation, intersectionality and layered identities, the politics of cultural representation, critical race theory and racial formation, race relations, and political resistance, advocacy, and activism. Finally, we engage with these concepts in the context of power relationships from a humanistic framework grounded in empathy and individual transformation."|"Open"|"3.00"|"Th"|"09/03/2024"|"12/13/2024"|"16:00"|"18:45"|"15"|"11"|"Pilgrim,Aminah N"|"REMOTE"|"REMOTE"|"UMB"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"Th"|""|""|""|"BMOD"|"REMOTE"|"3.00"|"R"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"GRAD"|"Regular"|"Critical Ethnic & Community St"|"CECS"|"623"|"01"|"10362"|"Transdisciplinary Research Methods"|"Transdisciplinary research ''transcends disciplinary borders and open[s] up totally new research pathways and prioritizes[s] the problem at the center of research over discipline-specific concerns'' (Leavy 2011). This course provides a transdisciplinary, problem-centered spin on conventional research methods training. Through this course, students will develop advanced research skills in transdisciplinary methods and approaches, to understand transdisciplinarity as a research principle, and to examine in-depth the development and application of transdisciplinary research methods in the arts, humanities, and sciences. This course offers students hands-on experience in transdisciplinary research, which emphasis on developing methodological versatility across multiple levels of inquiry: 1) self/identity; 2) community/relationships; and 3) global/transnational. This course accompanies TRIP 2 in the second semester of the MA/PhD programs. The research approaches, data collection, and data analysis methods will synergize to the extent possible with topics and activities of TRIP 2. As such, the course content is meant to complement and support students' work on their community-centered projects."|"Open"|"3.00"|"Tu"|"09/03/2024"|"12/13/2024"|"16:00"|"18:45"|"15"|"14"|"Addo,Ping-Ann"|"B04-454"|"Bayside B04-454"|"BAYSIDE"|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|""|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"GRAD"|"Regular"|"Critical Ethnic & Community St"|"CECS"|"698"|"01"|"2751"|"TCCS Master's Capstone"|"The ''capstone project'' is designed to integrate student learning from the content and process of the overall TCCS curriculum in relation to a real issue or challenge facing the student. The project will include an analysis of relevant, critical literature along with the development of an appropriate, meaningful intervention to address the issue. This intervention may involve, for example, an organizing initiative, the planning of a program, the design of a training curriculum or the proposal for a research project. Students participate in a weekly Capstone Seminar led by a faculty member, and will also be mentored by a capstone advisor. Those students seeking to go on to a PhD program will be advised to pursue a research-based capstone project. In addition, the Capstone Seminar provides participants with an opportunity to review and reflect on their work in the TCCS Master's program and its impact on their current and future professional and personal lives. In sharing their process and products with each other throughout the semester, students will be able to demonstrate knowledge and integration of skills, process, and strategies of transdisciplinary thinking and grounded, local/global, reflective practice. Capstone projects will be presented by and for seminar participants, together with public audiences, as appropriate, during the final third of the semester."|"Closed"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"16:00"|"18:45"|"4"|"4"|"Fung,Christopher David"|"B04-452"|"Bayside B04-452"|"BAYSIDE"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"GRAD"|"Regular"|"Critical Ethnic & Community St"|"CECS"|"796"|"01"|"3569"|"Independent Study"|"Independent Study in CECS"|"Open"|"6.00"|""|"09/03/2024"|"12/13/2024"|""|""|"10"|"1"|"Balanzategui,Daniela Catalina"|""|""|""|"I"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"BNDX"|"Non-degree exclude from list"|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"101"|"01"|"1788"|"Elementary Chinese I"|"For students with no previous training in Chinese. Introduction to pronunciation (Mandarin), grammar, conversation, Chinese characters and the Pinyin romanization system."|"Open"|"4.00"|"MWF"|"09/03/2024"|"12/13/2024"|"08:00"|"08:50"|"25"|"24"|"Ma,Huiying"|"M01-0213"|"McCormack M01-0213"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE, BSOT"|"World Languages, Stay On Track"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"101"|"02"|"1420"|"Elementary Chinese I"|"For students with no previous training in Chinese. Introduction to pronunciation (Mandarin), grammar, conversation, Chinese characters and the Pinyin romanization system."|"Closed"|"4.00"|"MWF"|"09/03/2024"|"12/13/2024"|"10:00"|"10:50"|"24"|"25"|"Ma,Huiying"|"M01-0614"|"McCormack M01-0614"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE, BSOT"|"World Languages, Stay On Track"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"101"|"03"|"1421"|"Elementary Chinese I"|"For students with no previous training in Chinese. Introduction to pronunciation (Mandarin), grammar, conversation, Chinese characters and the Pinyin romanization system."|"Closed"|"4.00"|"MWF"|"09/03/2024"|"12/13/2024"|"13:00"|"13:50"|"24"|"24"|"Ma,Huiying"|"M01-0617"|"McCormack M01-0617"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE, BSOT"|"World Languages, Stay On Track"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"101"|"04"|"1940"|"Elementary Chinese I"|"For students with no previous training in Chinese. Introduction to pronunciation (Mandarin), grammar, conversation, Chinese characters and the Pinyin romanization system."|"Closed"|"4.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"08:00"|"09:15"|"25"|"25"|"Chan,Xu Guo"|"M02-0206"|"McCormack M02-0206"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE, BSOT"|"World Languages, Stay On Track"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"201"|"02"|"2201"|"Intermediate Chinese I"|"Continuation of CHINSE 102. Intensive review and further study of grammar and audio-lingual skills with correlated intermediate-level readings in modern Chinese."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"09:30"|"10:45"|"24"|"21"|"Chan,Xu Guo"|"M02-0419"|"McCormack M02-0419"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE"|"World Languages"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"301"|"01"|"2202"|"Advanced Chinese I"|"A course in written and spoken Chinese beyond the intermediate level. This course aims at developing students' reading comprehension and speaking proficiency through the study of materials on contemporary China. The Pinyin romanization system is practiced in the classroom for accurate Mandarin speech."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"12:30"|"13:45"|"24"|"18"|"Chan,Xu Guo"|"M01-0420"|"McCormack M01-0420"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BNGE"|"World Languages"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"305"|"01"|"9978"|"Readings in Chinese: Classical"|"In this course, we read classical Chinese short fiction, essays, and poetry in the original, and discuss them in class"|"Open"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"10:00"|"10:50"|"24"|"8"|"Desforges,Alexander T"|"M01-0616"|"McCormack M01-0616"|"MCCORMACK"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE"|"World Languages"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"378"|"01"|"1422"|"Independent Study"|"For those students wishing to pursue the study of Chinese  language, literature, or culture beyond the intermediate level. A course of study is jointly designed by supervising instructor and student."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"10"|"1"|"Desforges,Alexander T"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Chinese"|"CHINSE"|"378"|"02"|"1423"|"Independent Study"|"For those students wishing to pursue the study of Chinese  language, literature, or culture beyond the intermediate level. A course of study is jointly designed by supervising instructor and student."|"Open"|"3.00"|""|"09/03/2024"|"12/13/2024"|""|""|"10"|"1"|"Chan,Xu Guo"|""|""|""|"D"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|" "|"1.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"101"|"01"|"2739"|"Introduction to Cinema Studies"|"This course is an introduction to the basic concepts of cinema studies, through the analysis of various national cinemas, genres, and directors. Through weekly readings, screenings, and discussions, students will learn the basic vocabulary of cinema studies and explore a range of modes of filmmaking, including narrative, documentary, and experimental cinema."|"Closed"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"14:00"|"14:50"|"90"|"89"|"Hamblin,Sarah Kate"|"Y02-2300"|"University Hall Y02-2300"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE"|"The Arts"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"121G"|"01"|"4332"|"Space, Place, and Cinema"|"This first-year seminar explores the many different ways in which space and place are represented in cinema, while also teaching students how to closely observe and critically analyze films. Drawing from cinema history and criticism, it examines how films instill spaces with meaning and transform them into distinctive places. Through screenings of a broad array of films, we will tour a variety of cinemas from throughout the world and investigate such topics as the role of settings in film narratives, and contemporary experiences of displacement and marginalization."|"Closed"|"4.00"|"W"|"09/03/2024"|"12/13/2024"|"10:00"|"10:50"|"25"|"27"|"Liu,Linda Ai-Yun"|"W01-0061"|"Wheatley W01-0061"|"WHEATLEY"|"N"|"  Degree students only, with fewer than 30 credits when they entered UMass Boston.Students may complete only one 100G course (First Year Seminar)."|""|"This course uses low-cost course material which will cost less than $50. For more information about low-cost course material, please visit open.umb.edu"|""|""|""|""|""|""|""|""|""|""|""|"W"|""|""|""|""|"BSEM"|"First Year Seminar"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"121G"|"01"|"4332"|"Space, Place, and Cinema"|"This first-year seminar explores the many different ways in which space and place are represented in cinema, while also teaching students how to closely observe and critically analyze films. Drawing from cinema history and criticism, it examines how films instill spaces with meaning and transform them into distinctive places. Through screenings of a broad array of films, we will tour a variety of cinemas from throughout the world and investigate such topics as the role of settings in film narratives, and contemporary experiences of displacement and marginalization."|"Closed"|"4.00"|"MWF"|"09/03/2024"|"12/13/2024"|"11:00"|"11:50"|"25"|"27"|"Liu,Linda Ai-Yun"|"W01-0061"|"Wheatley W01-0061"|"WHEATLEY"|"N"|"  Degree students only, with fewer than 30 credits when they entered UMass Boston.Students may complete only one 100G course (First Year Seminar)."|""|"This course uses low-cost course material which will cost less than $50. For more information about low-cost course material, please visit open.umb.edu"|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BSEM"|"First Year Seminar"|"4.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"201"|"01"|"4462"|"History of International Cinema: Origins to 1945"|"This course is the first in a two-part cinema histories sequence that provides students with a broad overview of the historical developments of film. Students explore the technological, industrial, and cultural shifts that have impacted cinematic production from the nineteenth century to the break up of the studio system. This class examines film history in global terms as students study US cinema alongside other major film movements from Europe, Asia, Latin American, and Africa."|"Open"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"09:30"|"11:20"|"90"|"88"|"Loew,Katharina E"|"Y02-2300"|"University Hall Y02-2300"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|"BDIV, BNGE"|"International, Humanities"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"235L"|"01"|"9979"|"Postwar European Cinema"|"This course will investigate the most significant developments of film history int he major European countries after World War II. National cinemas of France, Italy, Germany, Scandinavia, and Eastern Europe will be studied in detail through weekly screenings of classic films by some of Europe's most accomplished filmmakers. Films will be analyzed both in a broad socio-historical framework and in respect to authors' specific styles."|"Closed"|"3.00"|"MW"|"09/03/2024"|"12/13/2024"|"12:00"|"13:50"|"20"|"20"|"Natoli,Marco"|"Y01-1320"|"University Hall Y01-1320"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|""|""|""|"BNGE"|"World Cultures"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"260L"|"01"|"3481"|"Improvisation and the Art of Comedy"|"Improvisation and the Art of Comedy is a theatre arts and cinema studies course that allows students to explore, study and perform popular forms of Improvisation and Comedy in theatre and film. The class provides the physical performance training and academic study necessary to pursue the craft of creating comedy in theatre and film performances and improvisational comedy. Students will find this class helps them in basic life skills and professional skills spanning a wide variety of fields."|"Closed"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"11:00"|"11:50"|"8"|"8"|"Fennimore,Michael"|"Y04-4360"|"University Hall Y04-4360"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|"BNGE"|"The Arts"|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"265L"|"01"|"3194"|"Acting for the Camera"|"An exploration and evaluation of techniques of television production, with particular emphasis on common industry practices."|"Closed"|"3.00"|"MWF"|"09/03/2024"|"12/13/2024"|"10:00"|"10:50"|"7"|"7"|"Fennimore,Michael"|"Y04-4360"|"University Hall Y04-4360"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|"W"|""|"F"|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"275L"|"01"|"3024"|"Introduction to Screen and Television Writing"|"An introduction to the art and the technical aspects of writing scripts for film and television. Involves analyses of screenplays, study of screen writers past and present, the relationship between director and writer, aesthetics of film writing. Project: the completion of a full-length screenplay from first treatment (synopsis) through first and second drafts and final script."|"Closed"|"3.00"|"TuTh"|"09/03/2024"|"12/13/2024"|"12:30"|"13:45"|"10"|"10"|"Lazarus,Ginger B"|"Y01-1340"|"University Hall Y01-1340"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|""|"Tu"|""|"Th"|""|""|""|""|" "|"3.00"|"P"
"2024 Fall"|"2024 Fall"|"Liberal Arts"|"LA"|"UGRD"|"Regular"|"Cinema"|"CINE"|"293L"|"01"|"3314"|"Photography I"|"An introduction to basic issues in photography. The mechanics of the camera, the techniques of the darkroom, and matters of creative and personal import are addressed through illustrated lectures, class critiques, and assigned lab hours. Some attention is given to the history of photography."|"Closed"|"3.00"|"M"|"09/03/2024"|"12/13/2024"|"12:00"|"15:00"|"4"|"4"|"Hart,Margaret F"|"Y04-4310"|"University Hall Y04-4310"|"UNIVERSITY"|"N"|""|""|""|""|""|""|""|""|""|""|""|""|"M"|""|""|""|""|""|""|"BNGE"|"The Arts"|"3.00"|"P"
